randomization,CR1,CR2,CR3,deval,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_trial_practice.keys,key_resp_trial_practice.rt,phase,correct,trials_practice_with_late.thisRepN,trials_practice_with_late.thisTrialN,trials_practice_with_late.thisN,trials_practice_with_late.thisIndex,trials_practice_with_late.ran,stimulus_practice,mapping_practice,trials_practice_exposure.thisRepN,trials_practice_exposure.thisTrialN,trials_practice_exposure.thisN,trials_practice_exposure.thisIndex,trials_practice_exposure.ran,duration_image_practice,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials_practice.ran,repeat,total_correct,trials_outer_practice.thisRepN,trials_outer_practice.thisTrialN,trials_outer_practice.thisN,trials_outer_practice.thisIndex,trials_outer_practice.ran,trials_exposure_training.thisRepN,trials_exposure_training.thisTrialN,trials_exposure_training.thisN,trials_exposure_training.thisIndex,trials_exposure_training.ran,stimulus_training,mapping_training,key_resp_trial_training.keys,key_resp_trial_training.rt,condition_new_t,trials_training_1.thisRepN,trials_training_1.thisTrialN,trials_training_1.thisN,trials_training_1.thisIndex,trials_training_1.ran,devaluated_image,trials_repeat_deval.thisRepN,trials_repeat_deval.thisTrialN,trials_repeat_deval.thisN,trials_repeat_deval.thisIndex,trials_repeat_deval.ran,condition_new_t2,trials_training2.thisRepN,trials_training2.thisTrialN,trials_training2.thisN,trials_training2.thisIndex,trials_training2.ran,slider.response,slider.rt,loop_rating.thisRepN,loop_rating.thisTrialN,loop_rating.thisN,loop_rating.thisIndex,loop_rating.ran,rating_stimulus,rating_condition,key_resp_trial.keys,condition_new,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_1.ran,stimulus,mapping,key_resp_trial.rt,trials_repeat_deval_2.thisRepN,trials_repeat_deval_2.thisTrialN,trials_repeat_deval_2.thisN,trials_repeat_deval_2.thisIndex,trials_repeat_deval_2.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,slider_exp_rating.response,slider_exp_rating.rt,trials_exp_rating.thisRepN,trials_exp_rating.thisTrialN,trials_exp_rating.thisN,trials_exp_rating.thisIndex,trials_exp_rating.ran,urge_stim,slider_urge_rating.response,slider_urge_rating.rt,slider_urge_sup_rating.response,slider_urge_sup_rating.rt
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.2312,practice1,1,0,2,2,1,1,resources/dummy2.png,CR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.3011,practice1,1,1,0,3,2,1,resources/dummy3.png,CR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.35,practice1,1,1,1,4,1,1,resources/dummy2.png,CR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.2842,practice1,1,1,2,5,0,1,resources/dummy1.png,CR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,resources/dummy2.png,CR2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,resources/dummy3.png,CR3,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,resources/dummy1.png,CR1,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.6337,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.75,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.75,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.75,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.75,1,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.75,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.75,1,2,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.2748,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.85,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.85,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.85,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.85,1,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.2615,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.85,1,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.4412,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.85,1,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.4842,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.95,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.95,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.2014,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.95,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.2476,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,0.95,1,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.3126,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,0.95,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.4189,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,0.95,1,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.2863,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,1.05,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.3493,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,1.05,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.632,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,1.05,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,x,0.6196,practice2,,,,,,,resources/dummy3.png,CR3,,,,,,1.05,1,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,practice2,,,,,,,resources/dummy1.png,CR1,,,,,,1.05,1,1,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,m,0.4305,practice2,,,,,,,resources/dummy2.png,CR2,,,,,,1.05,1,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,3,5,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,resources/Set2A.jpg,CR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,resources/Set2B.jpg,CR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2C.jpg,CR3,m,0.5875,safe,0,0,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2C.jpg,CR3,,,safe,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2B.jpg,CR2,m,0.4672,m,0,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2A.jpg,CR1,x,0.3085,x,0,3,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2A.jpg,CR1,,,x,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2B.jpg,CR2,m,0.34,m,0,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2B.jpg,CR2,m,0.4877,m,0,6,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2C.jpg,CR3,,,safe,0,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2A.jpg,CR1,x,0.4655,x,0,8,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2B.jpg,CR2,m,0.2878,,,,,,,,,,,,,m,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2A.jpg,CR1,,,,,,,,,,,,,,,x,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2C.jpg,CR3,,,,,,,,,,,,,,,safe,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AHT_A5,2024-01-25_13h01.54.269,AHT_money_legacy,2022.2.3,Win32,59.88023952,,,training_after_deval,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resources/Set2B.jpg,CR2,m,0.4328,,,,,,,,,,,,,m,0,3,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
